Original City,Original Country,Date,API City,API Country,API Longitude,API Latitude,Max Temperature,% Humidity,% Cloudiness,Wind Speed,Sunrise Time,Sunset Time
guiratinga,br,1544412920,Guiratinga,BR,-53.76,-16.35,22.83,90,0,2.66,1544432130,1544479227
matara,lk,1544412921,Matara,LK,80.54,5.95,24.58,100,92,1.61,1544402215,1544444653
wewak,pg,1544412922,Wewak,PG,143.63,-3.55,28.8,78,68,1.31,1544386104,1544430474
graaff-reinet,za,1544412923,Graaff-Reinet,ZA,24.53,-32.25,6.33,90,0,1.16,1544411295,1544462477
paranhos,br,1544407200,Paranhos,BR,-48.67,-22.59,22.0,78,0,6.2,1544430176,1544478740
kinablangan,ph,1544412926,Kinablangan,PH,126.55,7.69,25.88,100,36,4.01,1544391347,1544433429
kamiiso,jp,1544410800,Kamiiso,JP,140.65,41.82,-4.0,79,75,6.2,1544392412,1544425587
eustis,us,1544411700,Eustis,US,-100.03,40.66,-4.4,85,1,3.6,1544449992,1544483570
koslan,ru,1544412929,Koslan,RU,48.9,63.46,-5.75,81,88,2.26,1544422439,1544439605
half moon bay,us,1544411040,Half Moon Bay,US,-122.43,37.46,11.0,87,1,1.5,1544454813,1544489505
vilyuysk,ru,1544412931,Vilyuysk,RU,121.63,63.75,-30.83,70,32,2.21,1544405210,1544421913
kota kinabalu,my,1544410800,Kota Kinabalu,MY,116.07,5.98,31.0,79,75,2.1,1544393688,1544436120
araouane,ml,1544412934,Araouane,ML,-3.53,18.9,10.4,37,0,2.16,1544423778,1544463454
pedreiras,br,1544412935,Pedreiras,BR,-44.6,-4.57,21.73,99,92,1.11,1544431188,1544475769
gaya,ne,1544412936,Gaya,NE,3.46,11.88,18.28,43,0,4.56,1544421335,1544462542
lucapa,ao,1544412937,Lucapa,AO,20.74,-8.42,18.58,98,92,1.36,1544415103,1544460481
pitimbu,br,1544407200,Pitimbu,BR,-34.81,-7.47,25.0,94,0,2.1,1544428538,1544473719
tuskegee,us,1544411760,Tuskegee,US,-85.69,32.42,6.1,100,90,1.5,1544445213,1544481465
evensk,ru,1544412727,Evensk,RU,159.24,61.92,-13.43,100,0,6.11,1544394764,1544414301
balakhta,ru,1544412942,Balakhta,RU,91.62,55.38,-24.73,58,12,1.66,1544407750,1544433786
quimperle,fr,1544410800,Quimperle,FR,-3.55,47.87,7.0,93,0,2.1,1544428345,1544458890
shetpe,kz,1544412944,Shetpe,KZ,52.16,44.14,-7.1,78,0,1.96,1544414124,1544446362
kenai,us,1544410560,Kenai,US,-151.26,60.55,-3.9,80,90,4.1,1544468502,1544489652
concarneau,fr,1544410800,Concarneau,FR,-3.92,47.88,9.0,87,0,2.6,1544428436,1544458976
tucumcari,us,1544410380,Tucumcari,US,-103.73,35.17,-1.1,55,1,1.61,1544449956,1544485384
awjilah,ly,1544412914,Awjilah,LY,21.3,29.14,11.78,94,0,4.21,1544419067,1544456240
cianorte,br,1544412950,Cianorte,BR,-52.61,-23.66,19.53,68,0,3.11,1544430988,1544479820
semey,kz,1544410800,Semey,KZ,80.25,50.41,-16.0,71,0,5.0,1544408881,1544438116
baruun-urt,mn,1544412952,Baruun-Urt,MN,113.28,46.68,-22.38,72,36,2.71,1544400003,1544431135
puerto escondido,mx,1544412789,Puerto Escondido,MX,-97.07,15.86,28.55,100,8,5.26,1544445899,1544486247
dangriga,bz,1544412955,Dangriga,BZ,-88.23,16.97,26.68,88,12,3.61,1544443898,1544484003
beira,mz,1544412956,Beira,MZ,34.84,-19.84,23.05,99,80,2.36,1544410460,1544458357
madeji,pk,1544412957,Madeji,PK,68.45,27.75,13.65,95,0,2.36,1544407563,1544445106
shakiso,et,1544412958,Shakiso,ET,38.9,5.77,11.3,72,36,0.96,1544412194,1544454668
bilibino,ru,1544412959,Bilibino,RU,166.44,68.06,-38.78,73,48,0.96,0,0
amapa,br,1544412961,Amapa,BR,-56.23,-1.83,23.73,97,64,1.11,1544434260,1544478280
gabaldon,ph,1544412962,Gabaldon,PH,121.34,15.45,29.33,64,0,1.41,1544393415,1544433861
kahului,us,1544410560,Kahului,US,-156.47,20.89,25.6,68,40,9.3,1544460727,1544499940
andenes,no,1544412000,Andenes,NO,16.12,69.31,2.0,74,80,10.3,0,0
lengshuijiang,cn,1544412965,Lengshuijiang,CN,111.45,27.66,0.25,100,92,1.51,1544397226,1544434796
kalach-na-donu,ru,1544410800,Kalach-na-Donu,RU,43.52,48.69,-2.0,92,75,7.0,1544417245,1544447389
alexandria,eg,1544407200,Alexandria,EG,29.89,31.2,12.0,93,0,3.1,1544417287,1544453896
san jose de sisa,pe,1544407200,San Jose de Sisa,PE,-76.69,-6.62,17.0,290,20,0.86,1544438680,1544483685
hanstholm,dk,1544412970,Hanstholm,DK,8.61,57.12,7.08,90,8,14.51,1544428386,1544453007
atasu,kz,1544412971,Atasu,KZ,71.64,48.68,-8.35,86,92,1.41,1544410489,1544440643
butia,br,1544412972,Butia,BR,-47.57,-21.88,23.63,51,48,4.66,1544429998,1544478389
manono,cd,1544412974,Manono,CD,27.4,-7.3,18.75,98,92,1.41,1544413621,1544458765
killybegs,ie,1544412975,Killybegs,IE,-8.45,54.63,8.28,100,92,5.11,1544431511,1544458074
ryotsu,jp,1544410800,Ryotsu,JP,138.43,38.08,4.0,93,75,9.3,1544392276,1544426789
paragominas,br,1544412978,Paragominas,BR,-47.35,-3.0,22.03,98,88,1.41,1544432009,1544476268
espanola,ca,1544412979,Espanola,CA,-81.77,46.27,-4.43,88,12,2.06,1544446752,1544478041
sivas,tr,1544410200,Sivas,TR,37.01,39.75,2.0,89,75,9.8,1544416919,1544450843
biu,ng,1544412983,Biu,NG,12.19,10.61,17.4,37,0,3.76,1544419106,1544460580
yankton,us,1544410560,Yankton,US,-97.4,42.87,-10.0,91,1,2.31,1544449782,1544482517
cortez,us,1544410380,Cortez,US,-108.58,37.35,-5.0,80,1,3.1,1544451469,1544486199
anori,br,1544412987,Anori,BR,-61.66,-3.74,22.88,100,80,0.71,1544435369,1544479779
puerto ayacucho,ve,1544410800,Puerto Ayacucho,VE,-67.62,5.66,26.0,83,0,1.16,1544437756,1544480251
vanavara,ru,1544412990,Vanavara,RU,102.28,60.35,-23.88,72,88,2.81,1544407474,1544428941
pokaran,in,1544412991,Pokaran,IN,71.92,26.93,10.73,96,24,1.96,1544406624,1544444379
rafai,cf,1544412992,Rafai,CF,23.92,4.95,19.03,75,12,2.16,1544415707,1544458348
bom jesus,br,1544412994,Bom Jesus,BR,-44.36,-9.08,21.4,95,80,2.46,1544430662,1544476180
mongoumba,cf,1544412997,Mongoumba,CF,18.59,3.64,21.93,98,0,1.26,1544416853,1544459761
ahuimanu,us,1544410680,Ahuimanu,US,-157.84,21.44,23.9,88,75,3.6,1544461120,1544500204
beaverlodge,ca,1544410800,Beaverlodge,CA,-119.43,55.21,-6.0,79,90,2.1,1544458380,1544484493
ahvaz,ir,1544410800,Ahvaz,IR,48.68,31.32,12.0,87,0,1.0,1544412792,1544449369
kalmar,se,1544412000,Kalmar,SE,16.36,56.66,0.0,96,0,2.6,1544426331,1544451341
svetlaya,ru,1544413003,Svetlaya,RU,138.33,46.54,-8.2,100,44,5.46,1544393955,1544425156
black river,jm,1544410800,Black River,JM,-77.85,18.03,27.0,74,40,2.1,1544441524,1544481393
oranjemund,na,1544412914,Oranjemund,NA,16.43,-28.55,16.78,97,0,9.16,1544413773,1544463887
samfya,zm,1544413006,Samfya,ZM,29.56,-11.37,19.0,100,92,3.41,1544412674,1544458676
maniitsoq,gl,1544413007,Maniitsoq,GL,-52.9,65.42,-13.18,100,32,4.36,1544448886,1544462038
bryan,us,1544411700,Bryan,US,-96.37,30.67,6.1,95,1,1.5,1544447530,1544484277
yinchuan,cn,1544413010,Yinchuan,CN,106.21,38.48,-9.75,59,0,1.46,1544400081,1544434455
margate,za,1544412839,Margate,ZA,30.37,-30.86,18.48,100,88,5.16,1544410100,1544460868
santa isabel do rio negro,br,1544413012,Santa Isabel do Rio Negro,BR,-65.02,-0.41,23.73,98,88,0.71,1544436515,1544480246
moscow,us,1544410560,Moscow,US,-117.0,46.73,4.4,69,1,6.2,1544455318,1544486390
xining,cn,1544413016,Xining,CN,101.77,36.62,-3.83,36,0,2.26,1544400839,1544435829
luanda,ao,1544410800,Luanda,AO,13.24,-8.83,25.0,83,75,2.1,1544416861,1544462325
soyo,ao,1544413020,Soyo,AO,12.37,-6.13,22.9,98,88,1.21,1544417351,1544462252
visby,se,1544410200,Visby,SE,18.3,57.64,3.0,74,44,6.2,1544426286,1544450454
puerto madryn,ar,1544413023,Puerto Madryn,AR,-65.04,-42.77,18.48,66,0,2.11,1544430925,1544485861
mackay,au,1544410800,Mackay,AU,149.2,-21.15,29.0,74,75,8.2,1544382853,1544431055
novyy urengoy,ru,1544413025,Novyy Urengoy,RU,76.63,66.08,-9.25,92,92,5.01,1544418630,1544430098
porangatu,br,1544413026,Porangatu,BR,-49.14,-13.44,21.38,89,24,5.51,1544431344,1544477795
caucaia,br,1544407200,Caucaia,BR,-38.66,-3.73,27.0,83,75,3.1,1544429848,1544474257
naigarhi,in,1544413028,Naigarhi,IN,81.78,24.78,15.63,76,0,1.51,1544403986,1544442283
masvingo,zw,1544413031,Masvingo,ZW,30.83,-20.08,18.55,99,92,1.26,1544411395,1544459349
barcelos,br,1544413032,Barcelos,BR,-62.93,-0.97,22.75,98,56,1.16,1544435956,1544479801
kokkola,fi,1544412000,Kokkola,FI,23.13,63.84,2.0,93,90,3.6,1544428962,1544445456
udachnyy,ru,1544413034,Udachnyy,RU,112.4,66.42,-26.85,69,76,1.46,1544410558,1544420995
vorobyevka,ru,1544413035,Vorobyevka,RU,40.92,50.65,1.3,96,92,5.81,1544418394,1544447488
olbia,it,1544412000,Olbia,IT,9.49,40.92,14.0,58,0,7.7,1544423740,1544457236
ipiau,br,1544413038,Ipiau,BR,-39.73,-14.14,21.83,100,92,1.86,1544429008,1544475613
campana,ar,1544410800,Campana,AR,-58.96,-34.16,20.0,82,0,1.0,1544431039,1544482822
forest lake,us,1544411760,Forest Lake,US,-92.99,45.28,-6.7,85,1,2.06,1544449225,1544480955
tariba,ve,1544410800,Tariba,VE,-72.22,7.82,25.0,83,40,2.1,1544439082,1544481134
amazar,ru,1544413043,Amazar,RU,120.88,53.86,-29.1,55,0,1.31,1544400179,1544427308
batemans bay,au,1544412906,Batemans Bay,AU,150.18,-35.71,19.18,100,92,1.06,1544380589,1544432854
jeremie,ht,1544413046,Jeremie,HT,-74.12,18.65,25.78,98,8,2.91,1544440698,1544480428
gaoual,gn,1544413047,Gaoual,GN,-13.2,11.75,17.88,80,0,0.71,1544425322,1544466555
uvat,ru,1544413048,Uvat,RU,68.9,59.14,-15.98,75,0,2.06,1544414843,1544437600
takoradi,gh,1544413049,Takoradi,GH,-1.75,4.89,27.43,100,56,2.76,1544421863,1544464517
